date,hashtag,mentions,estimated_reach,sentiment_score,top_country
2025-02-21,#SelfCare,70160,180349,0.68,South Africa
2024-08-24,#Robotics,160498,295267,-0.32,Mexico
2024-11-29,#IoT,11703,62954,0.37,UK
2025-01-06,#MusicMonday,122540,222917,-0.53,Spain
2024-06-20,#FoodPorn,125269,196477,0.12,Russia
2024-12-08,#Books,169221,575446,0.72,Germany
2024-08-21,#Movies,128259,224550,-0.65,Italy
2025-03-31,#Foodie,170887,543629,-0.05,Japan
2024-11-20,#Motivation,92957,237788,-0.91,Egypt
2025-04-09,#Hiking,82478,359046,0.67,UK
2025-04-02,#CyberSecurity,34336,181482,0.36,Mexico
2024-11-10,#Nature,73910,422268,-0.97,UK
2024-08-27,#TechNews,149388,450984,-0.38,China
2025-04-21,#Oscars,175232,888841,0.57,Egypt
2024-08-03,#Gaming,129689,248873,0.88,Japan
2024-10-07,#Oscars,186314,1032116,-0.81,South Africa
2025-01-29,#Business,132250,527451,0.14,Turkey
2025-04-24,#Oscars,172731,1012364,-0.55,USA
2025-04-21,#BigData,49441,240513,0.43,Australia
2024-06-23,#Business,85698,474441,0.08,Egypt
2024-10-27,#Coding,113225,172553,0.62,South Korea
2024-07-02,#Investing,99295,538054,-0.11,France
2025-05-07,#TravelTuesday,149291,707211,-0.41,India
2024-06-27,#Motivation,25771,73033,-0.13,Indonesia
2025-04-20,#SelfCare,35135,162449,0.92,Spain
2025-01-17,#Blockchain,179081,572960,0.85,Germany
2025-04-18,#Finance,17473,55637,0.03,Egypt
2025-02-01,#DataScience,123617,503148,0.17,Turkey
2025-02-06,#Analytics,148609,357093,-0.22,UK
2024-08-27,#MachineLearning,193715,410015,-0.8,China
2025-01-30,#AI,120593,659186,0.8,South Africa
2024-12-26,#Sustainability,176686,728100,0.28,Russia
2024-07-16,#Startup,35606,95711,-0.17,China
2024-12-23,#RemoteWork,22023,37898,0.61,Indonesia
2025-01-03,#MusicMonday,100123,289886,-0.6,USA
2024-06-23,#Fashion,52199,237557,-0.77,USA
2025-01-18,#Vegan,103465,503583,-0.51,Canada
2024-05-31,#Python,121713,322787,0.79,China
2024-10-22,#Python,184916,696070,0.49,India
2025-02-02,#Finance,147863,291429,-0.62,Mexico
2024-10-19,#Nature,108247,322504,0.1,Turkey
2025-04-17,#BreakingNews,136585,263477,-0.88,Canada
2025-05-09,#DataScience,151491,554201,0.07,Brazil
2025-05-22,#AIArt,186980,725624,0.98,China
2025-04-23,#Movies,153265,234756,-0.16,Brazil
2025-01-02,#Travel,51625,183321,0.42,France
2024-10-29,#Productivity,3139,18243,0.04,USA
2025-02-22,#5G,182719,794757,-0.04,Russia
2024-07-24,#Crypto,81837,242268,-0.99,USA
2025-04-20,#History,152182,257289,0.53,Japan
2024-06-21,#Art,125858,553610,0.1,India
2024-08-03,#SmartCity,187004,485787,-0.43,Canada
2024-09-22,#Hiking,169673,409146,0.52,France
2025-01-21,#SelfCare,173159,401797,1.0,Indonesia
2024-07-01,#TechNews,134951,603225,-0.23,Canada
2024-06-04,#Art,104713,546509,0.28,Spain
2024-11-25,#Business,174395,880013,0.64,Turkey
2025-01-08,#Movies,4171,7471,-0.71,Spain
2024-07-24,#Investing,178526,379832,0.57,Japan
2025-05-24,#ClimateChange,49876,214351,-0.6,India
2025-05-15,#Adventure,149673,410128,-0.87,China
2024-12-13,#EcoFriendly,41760,120692,-0.07,China
2024-10-17,#Analytics,42489,233604,0.34,Brazil
2025-02-12,#MentalHealth,34937,116936,-0.99,Indonesia
2024-06-26,#Adventure,68774,225577,-0.08,Italy
2024-09-13,#Travel,107117,231042,-0.51,Australia
2024-06-23,#Entrepreneur,143673,264076,0.5,Turkey
2025-05-25,#MentalHealth,62789,107792,0.05,Canada
2024-11-22,#Gaming,25805,78199,0.14,Mexico
2025-02-26,#Vegan,190268,578880,-0.58,India
2024-06-02,#Robotics,147563,549634,-0.01,Egypt
2024-07-14,#FitnessGoals,73285,116161,0.95,Spain
2024-07-28,#Hiking,177524,858913,0.86,Turkey
2025-05-08,#Foodie,58095,126303,0.49,Brazil
2024-08-24,#BreakingNews,133180,796993,0.98,South Korea
2024-11-10,#SelfCare,186624,575735,0.87,Canada
2024-07-12,#History,15126,69422,0.61,India
2024-10-08,#Sustainability,31193,119244,0.32,Mexico
2024-11-18,#Politics,87089,267182,0.46,South Africa
2024-09-18,#Elections2025,25566,49563,-0.64,Russia
2024-10-30,#Motivation,119209,317244,0.71,China
2025-03-26,#FoodPorn,19661,36166,0.65,Egypt
2025-05-22,#Finance,60006,131802,0.67,South Korea
2025-02-02,#Elections2025,132499,400655,-0.7,South Korea
2024-10-12,#Productivity,33538,146540,0.36,South Africa
2025-04-09,#IoT,33760,198133,0.64,China
2025-04-10,#Motivation,134897,317244,0.71,South Korea
2025-01-30,#FitnessGoals,65679,373676,0.71,South Korea
2024-08-14,#TravelTuesday,199996,745508,-0.94,Mexico
2024-12-02,#BigData,46064,116618,-0.67,South Africa
2024-12-26,#Health,9153,20243,-0.78,UK
2024-05-29,#Science,176911,855044,0.18,Brazil
2024-12-27,#TechNews,27603,66365,-0.19,Germany
2024-08-02,#Photography,155107,696052,0.4,Mexico
2024-08-22,#NFT,8926,23524,0.89,India
2025-01-16,#Cloud,184767,876851,0.87,India
2024-11-25,#Foodie,49573,252654,0.05,Nigeria
2025-03-14,#MetGala,150221,537933,0.2,Brazil
2024-07-26,#Vegan,176843,385516,-0.78,Egypt
2024-09-21,#Elections2025,54537,106479,-0.24,Russia
2024-07-29,#MetGala,71918,301291,0.61,Germany
2025-03-31,#BigData,92028,449269,-0.23,Brazil
2025-01-23,#EcoFriendly,184597,1104660,-0.16,Brazil
2025-03-21,#Vegan,11091,37818,-0.87,USA
2024-06-09,#CyberSecurity,99260,175337,0.69,Spain
2025-03-12,#WorldCup,29307,84761,-0.53,Brazil
2025-01-01,#NFT,141015,484487,0.13,UK
2024-09-23,#Productivity,76293,444073,-0.59,South Korea
2025-03-02,#CyberSecurity,42253,163242,0.7,South Korea
2024-11-11,#Adventure,124914,603293,-0.2,Brazil
2024-11-25,#Innovation,188648,840741,-0.26,Indonesia
2024-06-07,#MachineLearning,31952,73947,0.51,UK
2025-03-28,#Science,28515,131138,-0.1,Italy
2025-04-01,#Startup,127707,206289,-0.46,Canada
2024-11-26,#Nature,63231,211230,0.15,Australia
2025-03-07,#RemoteWork,133503,700608,0.56,Spain
2024-12-09,#FitnessGoals,125780,316827,0.99,UK
2024-09-22,#Vegan,189604,941704,-0.87,Japan
2025-05-18,#History,174294,588215,0.88,Turkey
2024-07-09,#Business,18340,78834,0.68,Spain
2025-04-03,#Sustainability,131381,787741,-0.39,India
2025-03-04,#SelfCare,36041,159609,-0.94,Turkey
2025-01-31,#MetGala,63054,99965,0.38,Turkey
2024-11-20,#DataScience,69132,197418,0.27,France
2024-10-25,#Vegan,37206,161014,-0.79,Italy
2025-04-08,#MetGala,116279,371104,-0.5,Australia
2025-01-12,#Travel,145963,466074,0.89,USA
2024-12-24,#FitnessGoals,124173,684051,0.18,India
2025-01-03,#Hiking,22824,65174,0.93,South Africa
2024-07-28,#Books,72523,417586,-0.72,Brazil
2024-11-18,#FitnessGoals,122005,659966,-0.93,South Korea
2024-10-19,#AI,175109,781414,0.63,Egypt
2024-11-23,#Science,86211,469185,0.83,South Korea
2024-09-24,#Coding,60400,132275,-0.56,Indonesia
2025-01-11,#Science,35562,90515,0.22,Russia
2025-03-06,#Entrepreneur,189408,380728,0.02,Spain
2025-03-25,#Innovation,174977,272990,-0.24,Nigeria
2025-01-21,#Movies,44757,221894,-0.1,Germany
2024-08-22,#AI,169080,519302,0.31,Indonesia
2025-01-30,#Business,165463,657207,0.56,South Korea
2024-09-17,#Gaming,18077,36389,-0.25,Russia
2024-10-27,#Coding,115573,470810,-0.46,Nigeria
2025-02-11,#Entrepreneur,62735,254448,0.57,Spain
2024-06-30,#Adventure,69256,344302,0.09,Brazil
2024-12-02,#Startup,29141,113731,-0.96,South Korea
2024-11-15,#Hiking,119013,265740,0.82,Indonesia
2024-07-16,#Politics,141537,294750,-0.09,Turkey
2024-12-10,#AI,181309,831501,0.16,USA
2025-03-16,#Travel,92703,277441,-0.29,Italy
2024-12-22,#Oscars,128276,750150,-0.25,UK
2024-10-01,#History,56659,180257,0.81,Egypt
2024-12-19,#Innovation,50969,132651,-0.22,Italy
2024-11-04,#Entrepreneur,19841,42481,-0.89,South Africa
2025-03-19,#Analytics,12386,69721,-0.05,China
2025-03-04,#IoT,186458,843859,-0.12,Spain
2024-10-22,#CyberSecurity,160320,512214,-0.53,USA
2024-06-16,#Health,192569,770363,-0.73,Australia
2025-03-31,#ClimateChange,171578,512791,-0.46,India
2024-11-03,#Analytics,3619,18620,-0.52,Indonesia
2025-05-09,#Education,136727,520871,-0.07,Canada
2025-03-07,#Analytics,40459,130073,0.79,Turkey
2025-01-13,#MusicMonday,147183,870012,0.94,Brazil
2025-04-17,#Health,127283,528029,-0.8,UK
2024-05-31,#Elections2025,49730,99578,-0.1,Germany
2025-05-06,#Photography,118439,485066,-0.38,Germany
2024-11-06,#Blockchain,7366,36156,0.29,Egypt
2024-06-07,#Photography,188111,1092102,-0.75,Russia
2024-08-09,#NFT,75910,380269,-0.58,Italy
2024-08-02,#5G,117829,689803,0.66,India
2024-10-20,#Gaming,147462,349097,-0.72,India
2025-03-20,#Investing,138877,305161,0.22,Russia
2025-02-16,#FoodPorn,196176,415986,0.15,Italy
2024-12-18,#WorldCup,94695,212917,0.16,India
2025-05-24,#Science,87859,159456,-0.07,Japan
2024-12-22,#Productivity,67237,114813,-0.28,UK
2025-03-03,#EcoFriendly,146857,275784,-0.65,Indonesia
2025-03-30,#FitnessGoals,119860,553855,-0.91,South Africa
2025-02-02,#FitnessGoals,150971,747780,0.57,South Africa
2025-01-07,#Education,87205,419916,0.33,France
2024-12-07,#Blockchain,106734,332472,0.27,South Africa
2025-01-27,#Photography,37294,135206,-0.59,Russia
2024-11-06,#SpaceX,14451,32588,-0.89,Brazil
2025-05-12,#Hiking,7105,30738,-0.24,South Africa
2024-09-07,#AIArt,112511,205142,0.49,Japan
2024-09-21,#WorldCup,20541,99824,-0.37,Spain
2025-02-07,#SelfCare,102480,342149,0.87,Egypt
2024-06-17,#EcoFriendly,147102,355446,0.84,Nigeria
2025-05-08,#Adventure,38788,91474,-0.61,Mexico
2025-01-25,#Health,70316,265576,0.87,Mexico
2024-10-25,#Movies,1186,5622,-0.13,Italy
2024-08-30,#Oscars,1710,7901,-0.1,South Korea
2025-02-21,#Photography,175142,632331,-0.09,UK
2025-02-20,#Art,180712,399109,0.65,Russia
2024-11-13,#Oscars,57237,293170,0.64,Germany
2025-01-23,#SmartCity,115315,424326,0.68,Indonesia
2024-06-29,#Books,36578,64326,0.1,Canada
2024-07-04,#MachineLearning,77525,366505,0.38,UK
2025-04-08,#BigData,108746,205547,0.34,India
2025-02-02,#Innovation,92419,494562,-0.29,China
2024-08-12,#Business,117634,658878,-0.71,Australia
2024-06-05,#ClimateChange,43834,181440,0.4,France
2025-02-16,#FoodPorn,178204,760971,0.91,Japan
2025-02-28,#Stocks,28914,148263,-0.1,Indonesia
2024-09-01,#Oscars,141226,762632,0.91,UK
2024-12-19,#Vegan,76093,274539,-0.79,Indonesia
2024-11-08,#Blockchain,122556,512177,-0.64,Mexico
2025-01-30,#FitnessGoals,174367,706875,-0.6,China
2024-06-09,#Gaming,89611,244556,0.66,Russia
2024-10-10,#Python,158713,426537,0.67,Spain
2024-11-01,#Investing,127407,479664,0.57,Canada
2024-11-24,#Movies,176778,913827,0.92,South Africa
2024-10-24,#Nature,99028,250240,0.15,Spain
2024-10-21,#SelfCare,151898,450946,-0.79,UK
2024-10-16,#IoT,74541,347226,-0.62,Australia
2024-10-11,#Motivation,72225,141789,0.3,Turkey
2025-05-23,#Books,14178,52413,-0.2,Spain
2025-01-04,#MachineLearning,10074,23874,-0.32,South Africa
2024-08-17,#Adventure,30904,54889,0.38,Brazil
2024-09-19,#Elections2025,95074,500147,-0.88,UK
2024-11-10,#MachineLearning,111423,393668,0.67,Turkey
2024-11-24,#Education,153528,532815,-0.77,Brazil
2025-04-05,#Startup,109974,406578,-0.65,Brazil
2025-03-21,#TechNews,149455,882009,-0.15,China
2025-04-17,#Sustainability,38632,157215,-0.89,Russia
2025-04-28,#MentalHealth,143096,460696,0.1,Mexico
2024-11-04,#Robotics,10892,28046,0.9,Japan
2024-08-31,#MusicMonday,127875,761515,-0.24,Spain
2025-04-04,#Travel,80778,294783,-0.92,China
2025-01-23,#MachineLearning,148605,359523,0.08,Nigeria
2024-10-23,#CyberSecurity,35625,115638,0.47,India
2024-07-23,#Foodie,192036,549197,-0.51,Turkey
2025-05-04,#SmartCity,31465,102384,-0.98,Australia
2025-04-09,#Crypto,76260,274901,0.67,South Korea
2025-05-02,#Elections2025,142451,649730,0.69,Canada
2024-07-26,#Art,130176,739244,0.06,South Africa
2024-10-14,#Robotics,70097,327716,-0.51,Canada
2024-09-07,#TechNews,156902,588638,-0.9,France
2024-10-24,#Photography,187884,436267,0.87,Egypt
2024-10-13,#Politics,179716,343919,-0.39,China
2024-12-05,#AI,94547,148070,0.3,China
2025-02-23,#Blockchain,6804,30368,0.88,UK
2025-04-08,#Politics,6451,26071,-0.4,France
2024-11-02,#RemoteWork,128931,355376,-0.78,Japan
2024-10-14,#Innovation,156360,429313,0.97,Germany
2024-12-03,#5G,199557,940090,0.91,France
2025-04-18,#Books,176508,956704,-0.78,Spain
2024-06-09,#Movies,4444,14546,-0.54,South Africa
2024-11-04,#SmartCity,4257,24740,0.68,South Africa
2024-07-25,#Gaming,98413,586103,-0.17,India
2025-02-21,#Adventure,134425,395215,-0.83,Spain
2024-08-13,#Business,126461,411795,-0.43,Spain
2025-03-29,#AI,28488,43812,-0.4,Turkey
2024-09-23,#Startup,30938,58636,0.46,Russia
2025-04-12,#Movies,142427,303257,-0.61,Spain
2025-01-10,#BigData,163911,310155,-0.23,Brazil
2025-04-16,#BigData,61559,236812,0.8,India
2025-02-22,#Python,113635,312814,0.31,France
2025-02-19,#BigData,111658,208661,-0.99,UK
2025-04-12,#Crypto,147509,847406,-0.23,USA
2024-06-24,#MetGala,1337,2597,-0.47,Spain
2024-10-16,#TravelTuesday,111742,172734,0.56,Spain
2025-05-02,#Innovation,109854,332628,-0.52,UK
2024-08-28,#Oscars,14472,62846,0.71,Indonesia
2025-01-05,#FoodPorn,165191,323820,0.18,South Africa
2025-01-22,#NFT,158009,655089,0.19,UK
2024-10-20,#Cloud,147764,634197,0.64,Mexico
2024-08-03,#DeepLearning,162933,659995,-0.84,Russia
2024-09-19,#AIArt,40181,62086,-0.07,Nigeria
2024-11-12,#BigData,160283,844436,-0.69,Turkey
2024-11-28,#Stocks,166144,810417,-0.27,Russia
2024-06-29,#SelfCare,143013,443027,0.18,Australia
2025-01-11,#Finance,113995,309447,-0.25,Mexico
2025-04-12,#Vegan,115801,436482,0.62,Turkey
2024-11-07,#Movies,197181,358631,0.68,Brazil
2025-01-03,#DataScience,104470,614928,-0.84,France
2025-04-06,#BigData,26375,91399,0.43,USA
2025-04-17,#Business,177762,976295,-0.2,Italy
2024-07-02,#BreakingNews,52964,262114,-0.35,Turkey
2025-01-15,#Productivity,44967,232361,0.44,India
2025-05-02,#Stocks,90751,425479,-0.42,Mexico
2024-09-28,#Analytics,133261,540421,-0.95,Brazil
2024-11-26,#SmartCity,46513,237236,0.29,France
2024-07-11,#FitnessGoals,199839,615508,0.94,Canada
2024-10-11,#Movies,1633,4014,0.21,Egypt
2025-01-02,#Entrepreneur,12982,67176,0.22,Germany
2025-04-07,#DataScience,28130,98403,0.28,Russia
2025-02-18,#Health,151741,821475,0.89,Australia
2024-07-12,#History,26105,55412,0.05,USA
2024-06-06,#NFT,192297,547906,-0.49,Spain
2024-11-02,#BreakingNews,122675,428265,0.62,Brazil
2024-06-27,#Python,148738,399659,0.63,Canada
2025-05-26,#MusicMonday,69425,301873,0.41,Canada
2024-12-07,#DataScience,6099,24005,-0.66,Indonesia
2025-02-07,#Gaming,110174,345530,-0.6,Turkey
2025-01-28,#RemoteWork,77341,416856,-0.11,Japan
2024-12-23,#FitnessGoals,43917,79228,-0.9,USA
2025-05-25,#Startup,78152,189565,0.43,Russia
2025-04-19,#MachineLearning,63159,191003,-0.67,Germany
2025-01-08,#ClimateChange,44825,162469,0.96,Russia
2024-12-10,#Politics,82382,296731,-0.39,India
2024-11-09,#ViralVideo,57156,324074,0.14,USA
2025-05-15,#Hiking,150503,274711,0.07,Egypt
2024-09-08,#Innovation,108333,500516,-0.82,Spain
2025-04-25,#MentalHealth,170203,346860,-0.23,USA
2024-12-30,#Vegan,131400,289246,-0.85,Nigeria
2024-08-25,#MusicMonday,156121,439834,-0.47,China
2024-11-20,#TechNews,38051,216115,-0.65,Spain
2025-05-24,#Nature,98747,202210,-0.45,Australia
2024-07-27,#DeepLearning,75833,214864,0.6,France
2024-08-02,#TechNews,71870,379921,-0.34,India
2024-11-01,#CyberSecurity,84739,236265,0.07,France
2024-09-24,#ClimateChange,195046,994901,-0.87,India
2024-07-05,#Robotics,132191,596038,0.25,Indonesia
2024-08-15,#Art,167639,353267,0.69,Indonesia
2024-09-29,#Nature,173765,599914,-0.64,Russia
2024-07-04,#DeepLearning,28312,73700,-0.63,Egypt
2025-05-16,#Oscars,32556,148104,-0.38,UK
2024-10-14,#BreakingNews,131513,647471,-0.61,Indonesia
2024-08-05,#Movies,114690,186705,0.3,Spain
2024-11-16,#Motivation,74114,313281,-0.9,Turkey
2025-04-26,#SpaceX,77283,123689,-0.3,Egypt
2024-07-24,#Nature,144267,859066,0.45,Canada
2024-12-09,#Elections2025,106190,362455,-0.79,India
2024-05-29,#Foodie,54036,106881,-0.87,Canada
2025-01-10,#AI,198880,713940,0.11,South Korea
2025-03-01,#Business,44780,107480,-0.77,Egypt
2024-10-18,#Art,84853,231493,0.62,France
2025-02-01,#Adventure,86452,502089,-0.89,Spain
2024-06-15,#FitnessGoals,126134,416381,-0.51,South Korea
2025-01-18,#Vegan,136683,643224,0.98,Canada
2025-01-29,#DeepLearning,159754,918224,0.41,South Korea
2024-08-20,#DataScience,186317,956651,-0.89,Nigeria
2024-12-08,#Crypto,77561,318969,0.66,Japan
2025-04-26,#Adventure,32102,118480,-0.6,Japan
2024-06-18,#Health,80087,218215,-0.43,South Korea
2024-08-22,#Fashion,189029,727145,0.82,UK
2024-12-28,#Sustainability,7379,31839,-0.2,Brazil
2025-01-17,#Python,149762,483545,0.07,France
2024-11-12,#Analytics,178393,904651,-0.22,Australia
2024-08-13,#5G,41573,104970,-0.29,USA
2024-08-02,#Health,149220,436557,0.94,India
2024-07-29,#Stocks,90120,447971,0.59,Australia
2024-06-20,#TechNews,48950,154135,-0.6,Italy
2025-04-21,#Sustainability,141304,478187,-0.58,Spain
2024-08-21,#Coding,77323,122759,-0.91,Nigeria
2025-01-12,#Gaming,92568,223034,-0.29,Mexico
2024-12-17,#ViralVideo,11415,20331,0.82,South Africa
2024-10-31,#Business,52387,282517,0.59,Spain
2024-10-18,#MachineLearning,160615,771295,0.5,Brazil
2025-02-05,#ViralVideo,80011,277613,-0.54,France
2024-06-30,#WorldCup,2382,7564,0.17,Mexico
2024-11-09,#BreakingNews,122554,469703,-0.35,Japan
2024-12-18,#EcoFriendly,83629,230654,-0.41,Australia
2024-10-13,#Cloud,9306,31960,-0.07,Australia
2025-03-28,#TechNews,18585,73841,0.92,Turkey
2025-02-08,#Python,164280,379001,0.46,Germany
2025-01-19,#FitnessGoals,70372,385648,-0.59,Japan
2025-01-12,#Science,150067,837700,0.89,UK
2024-08-04,#Blockchain,115951,427231,-0.17,UK
2024-09-12,#Analytics,127798,578517,0.8,France
2024-06-28,#Politics,146207,341335,-0.63,Indonesia
2025-01-26,#SelfCare,86467,461599,-0.61,Japan
2024-11-25,#Vegan,110335,596072,-0.85,Nigeria
2025-05-11,#Art,5608,29964,-0.1,Indonesia
2024-06-07,#ClimateChange,116722,258253,0.92,Japan
2025-05-04,#TravelTuesday,15041,36566,-0.64,Mexico
2024-10-03,#CyberSecurity,145534,718973,0.53,South Korea
2024-11-04,#BigData,72484,236448,-0.71,Spain
2025-05-20,#DataScience,124863,735826,0.16,USA
2025-05-13,#Elections2025,66173,392006,0.61,Russia
2024-10-17,#DeepLearning,12514,73836,0.84,Japan
2025-02-19,#Fashion,19522,92625,-0.22,Russia
2024-11-05,#Foodie,43297,180153,-0.01,Russia
2024-09-17,#Investing,76716,284404,0.39,Germany
2025-02-22,#Photography,181633,293379,0.48,Turkey
2025-04-03,#MetGala,188613,785050,-0.45,China
2025-03-14,#Investing,120370,697238,0.43,South Africa
2025-04-20,#History,168829,945153,-0.24,China
2025-04-10,#History,124258,604305,0.31,Egypt
2024-06-04,#Productivity,165488,662860,0.69,USA
2024-06-05,#SmartCity,72556,315666,0.11,Turkey
2025-02-05,#MetGala,114113,507892,0.56,Mexico
2024-12-10,#Nature,38755,212020,-0.64,UK
2024-06-19,#ViralVideo,196628,1055566,-0.03,South Korea
2024-07-25,#IoT,121322,267400,-0.88,France
2025-05-18,#Analytics,51936,199199,0.05,Australia
2025-01-04,#IoT,146526,407663,0.25,Egypt
2024-10-11,#Stocks,21127,79012,0.92,Egypt
2024-11-09,#5G,190093,591714,-0.1,Italy
2025-02-10,#Health,95242,284340,0.33,France
2025-04-16,#SelfCare,151468,297799,-0.47,Canada
2024-07-21,#Analytics,84979,411514,-0.13,Japan
2024-11-08,#DataScience,148408,623501,-0.16,India
2024-10-01,#Education,54785,316224,-0.29,South Africa
2024-11-16,#Travel,108229,375797,0.13,Egypt
2025-04-14,#MusicMonday,35686,54321,-0.36,Spain
2024-09-01,#AI,192897,452144,-0.5,Russia
2024-06-07,#Elections2025,181897,465626,-0.79,Italy
2024-06-05,#Photography,154428,272509,0.89,Indonesia
2024-09-13,#Business,150017,707534,0.56,Egypt
2024-12-16,#Movies,25303,82264,-0.85,Turkey
2025-05-26,#Python,9194,14798,0.62,India
2025-05-03,#Innovation,189444,540628,0.49,Italy
2024-10-20,#Science,154358,722786,0.0,Egypt
2024-12-26,#Crypto,91717,550297,0.93,Egypt
2025-04-15,#Oscars,59472,337134,0.12,Russia
2025-02-02,#5G,110847,241193,0.24,Turkey
2025-05-19,#Vegan,2229,12328,-0.61,Russia
2024-11-03,#BigData,168835,331721,0.27,Spain
2024-11-21,#Cloud,137174,618836,0.93,Japan
2025-03-20,#RemoteWork,42335,159318,0.52,Japan
2024-06-02,#AIArt,153618,331680,-0.26,Australia
2024-07-31,#Blockchain,104477,308022,0.14,Russia
2024-12-14,#TravelTuesday,28548,115023,-0.41,Brazil
2024-09-24,#ViralVideo,69351,224168,0.2,China
2025-04-11,#5G,52720,209393,0.53,Indonesia
2024-10-29,#Travel,22313,122888,0.97,Indonesia
2025-03-29,#SmartCity,60096,260397,-0.53,India
2024-10-09,#Vegan,10343,43696,-0.89,Italy
2025-03-26,#AI,152722,318421,-0.65,Canada
2024-11-19,#Fashion,195553,603784,0.98,Egypt
2024-08-30,#Analytics,163036,297562,0.55,India
2025-02-15,#FitnessGoals,39874,73179,0.34,Australia
2025-01-09,#SelfCare,194504,950730,0.5,Spain
2025-01-13,#Robotics,67887,378335,-0.93,Canada
2025-01-06,#SmartCity,23207,118300,-0.82,Egypt
2025-04-22,#Stocks,69112,260789,-0.76,Australia
2024-10-29,#Sustainability,145639,569315,-0.51,UK
2025-04-29,#RemoteWork,31038,177932,-0.91,Japan
2024-10-22,#EcoFriendly,158493,754891,-0.87,France
2024-12-27,#IoT,42370,226153,-0.68,South Korea
2025-03-16,#5G,45729,69677,-1.0,Australia
2024-09-29,#SpaceX,98846,393583,-0.28,USA
2024-08-19,#AIArt,49008,267681,0.25,Germany
2024-08-24,#Education,35948,133409,-0.49,China
2024-12-22,#Crypto,189385,427293,0.37,Brazil
2024-10-07,#Travel,104830,221884,-0.21,Germany
2024-08-15,#MentalHealth,184515,899994,0.09,USA
2024-08-20,#Cloud,179222,715229,-0.24,Russia
2025-02-16,#Vegan,194202,342276,-0.98,Australia
2024-12-12,#ClimateChange,172356,406287,0.12,Spain
2024-09-11,#Nature,47871,131330,-0.33,Turkey
2024-06-29,#Productivity,178862,601667,-0.69,Spain
2024-11-06,#Education,182351,852653,0.06,China
2024-10-02,#SmartCity,162939,675900,-0.31,South Africa
2024-09-12,#IoT,32064,172607,0.69,South Africa
2025-03-27,#MachineLearning,119741,354670,-0.17,Italy
2024-06-12,#Politics,198895,507672,0.71,France
2024-08-11,#Photography,192809,792113,-0.43,Germany
2024-10-31,#SpaceX,140203,524346,-0.97,Spain
2025-02-19,#Travel,47986,245743,0.67,Indonesia
